id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
1345,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2023-06-24,Monsoon,Business,1,3.9,Neutral,0.113,4,10,Medium,Budget,Cloudy,0,0,Hospitals:5;Police:3,Visited Triveni Ghat in Rishikesh as a Business traveler during Monsoon. The trip lasted 1 days. I nothing extraordinary. Weather was Cloudy and crowd level was Medium. Overall rating 3.9/5.
1346,Bengaluru,Karnataka,Cubbon Park,City,12.9716,77.5946,2025-09-14,Monsoon,Family,6,4.7,Positive,0.471,6,5,High,Budget,Windy,0,0,Hospitals:6;Police:2,Visited Cubbon Park in Bengaluru as a Family traveler during Monsoon. The trip lasted 6 days. I great value for money. Weather was Windy and crowd level was High. Overall rating 4.7/5.
1347,Kargil,Ladakh,Mulbekh,Mountain,34.5563,76.1269,2025-01-04,Winter,Couple,6,4.8,Positive,0.84,8,7,High,Mid-range,Sunny,0,0,Hospitals:12;Police:4,Visited Mulbekh in Kargil as a Couple traveler during Winter. The trip lasted 6 days. I found the locals very helpful. Weather was Sunny and crowd level was High. Overall rating 4.8/5.
1348,Hampi,Karnataka,Matanga Hill,Heritage,15.335,76.46,2023-10-30,Autumn,Friends,4,4.3,Positive,0.932,8,8,Low,Budget,Sunny,0,0,Hospitals:1;Police:10,Visited Matanga Hill in Hampi as a Friends traveler during Autumn. The trip lasted 4 days. I great value for money. Weather was Sunny and crowd level was Low. Overall rating 4.3/5.
1349,Khajuraho,Madhya Pradesh,Panna Reserve,Heritage,24.8318,79.9199,2025-10-14,Autumn,Friends,3,3.2,Neutral,-0.105,5,4,Medium,Luxury,Cold,0,0,Hospitals:10;Police:6,Visited Panna Reserve in Khajuraho as a Friends traveler during Autumn. The trip lasted 3 days. I nothing extraordinary. Weather was Cold and crowd level was Medium. Overall rating 3.2/5.
1350,Shillong,Meghalaya,Elephant Falls,Hill Station,25.5788,91.8933,2023-01-25,Winter,Friends,3,4.3,Positive,0.591,3,8,High,Luxury,Humid,0,0,Hospitals:2;Police:4,Visited Elephant Falls in Shillong as a Friends traveler during Winter. The trip lasted 3 days. I great for families. Weather was Humid and crowd level was High. Overall rating 4.3/5.
1351,Delhi,Delhi,India Gate,City,28.6139,77.209,2023-07-21,Monsoon,Family,5,2.8,Neutral,-0.085,5,6,High,Budget,Windy,0,0,Hospitals:7;Police:3,Visited India Gate in Delhi as a Family traveler during Monsoon. The trip lasted 5 days. I had to wait a bit. Weather was Windy and crowd level was High. Overall rating 2.8/5.
1352,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2025-09-03,Monsoon,Couple,3,4.6,Positive,0.453,5,10,Low,Mid-range,Windy,0,0,Hospitals:13;Police:1,Visited Solang Valley in Manali as a Couple traveler during Monsoon. The trip lasted 3 days. I felt safe most of the time. Weather was Windy and crowd level was Low. Overall rating 4.6/5.
1353,Mumbai,Maharashtra,Marine Drive,City,19.076,72.8777,2023-12-26,Winter,Family,7,1.5,Negative,-0.862,4,9,High,Luxury,Windy,1,0,Hospitals:6;Police:4,Visited Marine Drive in Mumbai as a Family traveler during Winter. The trip lasted 7 days. I cleanliness could be better. Weather was Windy and crowd level was High. Overall rating 1.5/5.
1354,Ahmedabad,Gujarat,Adalaj Stepwell,City,23.0225,72.5714,2023-09-17,Monsoon,Couple,1,2.3,Negative,-0.31,5,10,Low,Luxury,Cloudy,0,0,Hospitals:12;Police:1,Visited Adalaj Stepwell in Ahmedabad as a Couple traveler during Monsoon. The trip lasted 1 days. I encountered a minor scam attempt. Weather was Cloudy and crowd level was Low. Overall rating 2.3/5.
1355,Haridwar,Uttarakhand,Har Ki Pauri,Spiritual,29.9457,78.1642,2025-03-01,Summer,Business,2,3.2,Neutral,0.167,6,7,Medium,Budget,Sunny,0,0,Hospitals:1;Police:7,Visited Har Ki Pauri in Haridwar as a Business traveler during Summer. The trip lasted 2 days. I basic amenities available. Weather was Sunny and crowd level was Medium. Overall rating 3.2/5.
1356,Bengaluru,Karnataka,Lalbagh,City,12.9716,77.5946,2023-11-14,Autumn,Friends,2,3.1,Neutral,-0.142,7,5,High,Mid-range,Sunny,0,0,Hospitals:6;Police:2,Visited Lalbagh in Bengaluru as a Friends traveler during Autumn. The trip lasted 2 days. I had to wait a bit. Weather was Sunny and crowd level was High. Overall rating 3.1/5.
1357,Guwahati,Assam,Umananda,City,26.1445,91.7362,2024-02-20,Winter,Couple,4,3.3,Neutral,0.097,9,7,Very High,Mid-range,Cold,0,0,Hospitals:1;Police:7,Visited Umananda in Guwahati as a Couple traveler during Winter. The trip lasted 4 days. I crowd was manageable. Weather was Cold and crowd level was Very High. Overall rating 3.3/5.
1358,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2025-10-10,Autumn,Friends,4,4.3,Positive,0.548,8,6,Medium,Budget,Humid,0,0,Hospitals:10;Police:5,Visited Snow View in Nainital as a Friends traveler during Autumn. The trip lasted 4 days. I scenic views were breathtaking. Weather was Humid and crowd level was Medium. Overall rating 4.3/5.
1359,Goa,Goa,Basilica of Bom Jesus,Beach,15.2993,74.124,2024-11-10,Autumn,Business,1,4.6,Positive,0.896,1,7,Medium,Budget,Cloudy,0,0,Hospitals:10;Police:4,Visited Basilica of Bom Jesus in Goa as a Business traveler during Autumn. The trip lasted 1 days. I had a wonderful time. Weather was Cloudy and crowd level was Medium. Overall rating 4.6/5.
1360,Orchha,Madhya Pradesh,Chhatris,Heritage,25.3519,78.64,2024-10-11,Autumn,Business,2,3.3,Neutral,0.002,6,7,Low,Mid-range,Cold,0,0,Hospitals:6;Police:5,Visited Chhatris in Orchha as a Business traveler during Autumn. The trip lasted 2 days. I nothing extraordinary. Weather was Cold and crowd level was Low. Overall rating 3.3/5.
1361,Amritsar,Punjab,Golden Temple,Spiritual,31.634,74.8723,2024-03-20,Summer,Couple,2,5.0,Positive,0.556,10,5,Medium,Budget,Sunny,0,0,Hospitals:1;Police:2,Visited Golden Temple in Amritsar as a Couple traveler during Summer. The trip lasted 2 days. I felt safe most of the time. Weather was Sunny and crowd level was Medium. Overall rating 5.0/5.
1362,Kargil,Ladakh,Suru Valley,Mountain,34.5563,76.1269,2023-02-26,Winter,Solo,1,4.1,Positive,0.791,7,6,Low,Luxury,Sunny,0,1,Hospitals:1;Police:2,Visited Suru Valley in Kargil as a Solo traveler during Winter. The trip lasted 1 days. I felt safe most of the time. Weather was Sunny and crowd level was Low. Overall rating 4.1/5.
1363,Nainital,Uttarakhand,Tiffin Top,Hill Station,29.3919,79.4542,2023-01-04,Winter,Business,6,3.8,Neutral,0.231,6,6,Low,Budget,Rainy,0,0,Hospitals:5;Police:1,Visited Tiffin Top in Nainital as a Business traveler during Winter. The trip lasted 6 days. I basic amenities available. Weather was Rainy and crowd level was Low. Overall rating 3.8/5.
1364,Goa,Goa,Baga Beach,Beach,15.2993,74.124,2023-02-02,Winter,Solo,3,3.8,Neutral,0.025,6,9,Low,Mid-range,Cloudy,0,0,Hospitals:1;Police:1,Visited Baga Beach in Goa as a Solo traveler during Winter. The trip lasted 3 days. I food options were okay. Weather was Cloudy and crowd level was Low. Overall rating 3.8/5.
1365,Shimla,Himachal Pradesh,Kufri,Hill Station,31.1048,77.1734,2024-03-28,Summer,Family,4,3.8,Neutral,0.089,5,9,High,Mid-range,Windy,0,0,Hospitals:4;Police:6,Visited Kufri in Shimla as a Family traveler during Summer. The trip lasted 4 days. I had to wait a bit. Weather was Windy and crowd level was High. Overall rating 3.8/5.
1366,Mount Abu,Rajasthan,Sunset Point,Hill Station,24.5925,72.7156,2025-09-10,Monsoon,Business,5,2.8,Neutral,-0.148,8,7,Medium,Luxury,Cold,0,0,Hospitals:7;Police:1,Visited Sunset Point in Mount Abu as a Business traveler during Monsoon. The trip lasted 5 days. I had to wait a bit. Weather was Cold and crowd level was Medium. Overall rating 2.8/5.
1367,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2024-05-24,Summer,Business,3,3.6,Neutral,-0.049,7,8,Medium,Budget,Sunny,0,0,Hospitals:6;Police:10,Visited Triveni Ghat in Rishikesh as a Business traveler during Summer. The trip lasted 3 days. I basic amenities available. Weather was Sunny and crowd level was Medium. Overall rating 3.6/5.
1368,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2023-11-12,Autumn,Family,4,4.8,Positive,0.707,4,8,High,Luxury,Humid,0,0,Hospitals:11;Police:8,Visited Calangute Beach in Goa as a Family traveler during Autumn. The trip lasted 4 days. I great value for money. Weather was Humid and crowd level was High. Overall rating 4.8/5.
1369,Varanasi,Uttar Pradesh,Kashi Vishwanath,Spiritual,25.3176,82.9739,2024-10-31,Autumn,Business,4,4.4,Positive,0.823,6,7,Medium,Budget,Rainy,0,0,Hospitals:11;Police:10,Visited Kashi Vishwanath in Varanasi as a Business traveler during Autumn. The trip lasted 4 days. I found the locals very helpful. Weather was Rainy and crowd level was Medium. Overall rating 4.4/5.
1370,Mahabalipuram,Tamil Nadu,Shore Temple,Heritage,12.6208,80.192,2025-08-22,Monsoon,Solo,3,4.6,Positive,0.459,5,5,Very High,Mid-range,Rainy,0,0,Hospitals:12;Police:2,Visited Shore Temple in Mahabalipuram as a Solo traveler during Monsoon. The trip lasted 3 days. I transport was convenient. Weather was Rainy and crowd level was Very High. Overall rating 4.6/5.
1371,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2024-12-07,Winter,Business,6,4.3,Positive,0.915,6,2,Medium,Mid-range,Windy,0,0,Hospitals:6;Police:7,Visited Raneh Falls in Khajuraho as a Business traveler during Winter. The trip lasted 6 days. I loved the food and culture. Weather was Windy and crowd level was Medium. Overall rating 4.3/5.
1372,Amritsar,Punjab,Wagah Border,Spiritual,31.634,74.8723,2023-12-19,Winter,Solo,4,3.8,Neutral,0.157,9,6,Very High,Budget,Cold,0,0,Hospitals:7;Police:5,Visited Wagah Border in Amritsar as a Solo traveler during Winter. The trip lasted 4 days. I experience was average. Weather was Cold and crowd level was Very High. Overall rating 3.8/5.
1373,Cherrapunji,Meghalaya,Mawsmai Caves,Nature,25.2841,91.7305,2023-12-23,Winter,Solo,1,3.9,Neutral,-0.07,3,7,High,Mid-range,Windy,0,0,Hospitals:15;Police:2,Visited Mawsmai Caves in Cherrapunji as a Solo traveler during Winter. The trip lasted 1 days. I food options were okay. Weather was Windy and crowd level was High. Overall rating 3.9/5.
1374,Mount Abu,Rajasthan,Sunset Point,Hill Station,24.5925,72.7156,2024-05-11,Summer,Family,5,4.6,Positive,0.854,6,8,High,Budget,Cold,0,0,Hospitals:8;Police:2,Visited Sunset Point in Mount Abu as a Family traveler during Summer. The trip lasted 5 days. I scenic views were breathtaking. Weather was Cold and crowd level was High. Overall rating 4.6/5.
1375,Chennai,Tamil Nadu,Fort St. George,City,13.0827,80.2707,2023-06-18,Monsoon,Business,4,2.4,Negative,-0.419,9,6,High,Mid-range,Cloudy,0,0,Hospitals:8;Police:1,Visited Fort St. George in Chennai as a Business traveler during Monsoon. The trip lasted 4 days. I had trouble finding transport. Weather was Cloudy and crowd level was High. Overall rating 2.4/5.
1376,Shillong,Meghalaya,Laitlum,Hill Station,25.5788,91.8933,2025-08-24,Monsoon,Friends,1,4.1,Positive,0.868,6,7,High,Budget,Windy,0,0,Hospitals:6;Police:4,Visited Laitlum in Shillong as a Friends traveler during Monsoon. The trip lasted 1 days. I great for families. Weather was Windy and crowd level was High. Overall rating 4.1/5.
1377,Cherrapunji,Meghalaya,Nohkalikai,Nature,25.2841,91.7305,2024-06-24,Monsoon,Friends,1,3.1,Neutral,0.102,9,9,High,Budget,Cold,0,0,Hospitals:11;Police:10,Visited Nohkalikai in Cherrapunji as a Friends traveler during Monsoon. The trip lasted 1 days. I crowd was manageable. Weather was Cold and crowd level was High. Overall rating 3.1/5.
1378,Kolkata,West Bengal,Dakshineswar,City,22.5726,88.3639,2023-06-26,Monsoon,Family,3,3.5,Neutral,0.162,9,8,High,Mid-range,Sunny,0,0,Hospitals:8;Police:5,Visited Dakshineswar in Kolkata as a Family traveler during Monsoon. The trip lasted 3 days. I crowd was manageable. Weather was Sunny and crowd level was High. Overall rating 3.5/5.
1379,Hampi,Karnataka,Vittala Temple,Heritage,15.335,76.46,2023-10-18,Autumn,Friends,4,4.5,Positive,0.416,7,6,Medium,Mid-range,Windy,0,0,Hospitals:9;Police:2,Visited Vittala Temple in Hampi as a Friends traveler during Autumn. The trip lasted 4 days. I found the locals very helpful. Weather was Windy and crowd level was Medium. Overall rating 4.5/5.
1380,Amritsar,Punjab,Wagah Border,Spiritual,31.634,74.8723,2024-04-08,Summer,Friends,5,3.1,Neutral,-0.124,5,7,Very High,Budget,Sunny,0,0,Hospitals:9;Police:1,Visited Wagah Border in Amritsar as a Friends traveler during Summer. The trip lasted 5 days. I food options were okay. Weather was Sunny and crowd level was Very High. Overall rating 3.1/5.
1381,Pondicherry,Puducherry,Auroville,Coastal,11.9416,79.8083,2025-05-27,Summer,Business,5,4.8,Positive,0.736,8,8,High,Luxury,Sunny,0,0,Hospitals:7;Police:7,Visited Auroville in Pondicherry as a Business traveler during Summer. The trip lasted 5 days. I loved the food and culture. Weather was Sunny and crowd level was High. Overall rating 4.8/5.
1382,Cherrapunji,Meghalaya,Living Root Bridges,Nature,25.2841,91.7305,2024-08-10,Monsoon,Family,3,2.2,Negative,-0.515,5,8,Medium,Budget,Sunny,0,0,Hospitals:12;Police:1,Visited Living Root Bridges in Cherrapunji as a Family traveler during Monsoon. The trip lasted 3 days. I cleanliness could be better. Weather was Sunny and crowd level was Medium. Overall rating 2.2/5.
1383,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2023-11-23,Autumn,Business,4,3.1,Neutral,0.003,6,6,Medium,Mid-range,Rainy,0,0,Hospitals:4;Police:1,Visited Golconda Fort in Hyderabad as a Business traveler during Autumn. The trip lasted 4 days. I had to wait a bit. Weather was Rainy and crowd level was Medium. Overall rating 3.1/5.
1384,Agra,Uttar Pradesh,Taj Mahal,Monument,27.1751,78.0421,2024-04-28,Summer,Family,6,3.3,Neutral,-0.14,4,8,Low,Budget,Humid,0,0,Hospitals:7;Police:5,Visited Taj Mahal in Agra as a Family traveler during Summer. The trip lasted 6 days. I basic amenities available. Weather was Humid and crowd level was Low. Overall rating 3.3/5.
1385,Puri,Odisha,Chilika Lake,Coastal,19.8135,85.8312,2023-01-31,Winter,Solo,7,4.6,Positive,0.518,8,8,High,Mid-range,Cloudy,0,0,Hospitals:7;Police:4,Visited Chilika Lake in Puri as a Solo traveler during Winter. The trip lasted 7 days. I felt safe most of the time. Weather was Cloudy and crowd level was High. Overall rating 4.6/5.
1386,Pondicherry,Puducherry,Auroville,Coastal,11.9416,79.8083,2025-02-15,Winter,Friends,3,5.0,Positive,0.499,3,5,Low,Luxury,Sunny,0,0,Hospitals:8;Police:11,Visited Auroville in Pondicherry as a Friends traveler during Winter. The trip lasted 3 days. I clean and well-maintained. Weather was Sunny and crowd level was Low. Overall rating 5.0/5.
1387,Kargil,Ladakh,War Memorial,Mountain,34.5563,76.1269,2024-07-07,Monsoon,Friends,2,3.7,Neutral,0.102,4,8,High,Budget,Windy,0,0,Hospitals:12;Police:3,Visited War Memorial in Kargil as a Friends traveler during Monsoon. The trip lasted 2 days. I crowd was manageable. Weather was Windy and crowd level was High. Overall rating 3.7/5.
1388,Bengaluru,Karnataka,Bangalore Palace,City,12.9716,77.5946,2025-03-16,Summer,Family,1,3.8,Neutral,-0.131,2,5,Medium,Mid-range,Humid,0,0,Hospitals:10;Police:8,Visited Bangalore Palace in Bengaluru as a Family traveler during Summer. The trip lasted 1 days. I food options were okay. Weather was Humid and crowd level was Medium. Overall rating 3.8/5.
1389,Mumbai,Maharashtra,Elephanta Caves,City,19.076,72.8777,2023-02-21,Winter,Family,3,2.7,Neutral,0.064,5,7,High,Budget,Windy,0,0,Hospitals:12;Police:4,Visited Elephanta Caves in Mumbai as a Family traveler during Winter. The trip lasted 3 days. I had to wait a bit. Weather was Windy and crowd level was High. Overall rating 2.7/5.
1390,Jim Corbett,Uttarakhand,Garjia Temple,Wildlife,29.53,78.7747,2025-09-30,Monsoon,Business,1,3.1,Neutral,-0.128,6,5,High,Mid-range,Sunny,0,0,Hospitals:11;Police:1,Visited Garjia Temple in Jim Corbett as a Business traveler during Monsoon. The trip lasted 1 days. I had to wait a bit. Weather was Sunny and crowd level was High. Overall rating 3.1/5.
1391,Amritsar,Punjab,Wagah Border,Spiritual,31.634,74.8723,2023-03-25,Summer,Family,1,2.8,Neutral,0.07,9,5,Very High,Budget,Sunny,0,0,Hospitals:14;Police:5,Visited Wagah Border in Amritsar as a Family traveler during Summer. The trip lasted 1 days. I basic amenities available. Weather was Sunny and crowd level was Very High. Overall rating 2.8/5.
1392,Manali,Himachal Pradesh,Rohtang Pass,Mountain,32.2432,77.1892,2023-08-04,Monsoon,Solo,7,3.5,Neutral,-0.013,8,9,Medium,Budget,Humid,1,0,Hospitals:15;Police:3,Visited Rohtang Pass in Manali as a Solo traveler during Monsoon. The trip lasted 7 days. I basic amenities available. Weather was Humid and crowd level was Medium. Overall rating 3.5/5.
1393,Cherrapunji,Meghalaya,Mawsmai Caves,Nature,25.2841,91.7305,2025-03-06,Summer,Couple,3,3.8,Neutral,0.118,2,8,High,Budget,Cold,0,0,Hospitals:7;Police:2,Visited Mawsmai Caves in Cherrapunji as a Couple traveler during Summer. The trip lasted 3 days. I had to wait a bit. Weather was Cold and crowd level was High. Overall rating 3.8/5.
1394,Udaipur,Rajasthan,City Palace,Heritage,24.5854,73.7125,2025-04-18,Summer,Business,1,4.5,Positive,0.762,8,7,Medium,Luxury,Rainy,0,0,Hospitals:12;Police:9,Visited City Palace in Udaipur as a Business traveler during Summer. The trip lasted 1 days. I found the locals very helpful. Weather was Rainy and crowd level was Medium. Overall rating 4.5/5.
1395,Chennai,Tamil Nadu,Kapaleeshwarar,City,13.0827,80.2707,2024-02-26,Winter,Solo,6,4.8,Positive,0.433,10,5,Medium,Budget,Humid,0,0,Hospitals:11;Police:3,Visited Kapaleeshwarar in Chennai as a Solo traveler during Winter. The trip lasted 6 days. I transport was convenient. Weather was Humid and crowd level was Medium. Overall rating 4.8/5.
1396,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2023-05-09,Summer,Couple,7,4.2,Positive,0.53,7,9,Very High,Mid-range,Humid,1,0,Hospitals:12;Police:1,Visited Calangute Beach in Goa as a Couple traveler during Summer. The trip lasted 7 days. I great value for money. Weather was Humid and crowd level was Very High. Overall rating 4.2/5.
1397,Hyderabad,Telangana,Charminar,City,17.385,78.4867,2025-10-08,Autumn,Business,2,3.7,Neutral,0.134,7,7,Low,Mid-range,Cloudy,0,0,Hospitals:10;Police:9,Visited Charminar in Hyderabad as a Business traveler during Autumn. The trip lasted 2 days. I basic amenities available. Weather was Cloudy and crowd level was Low. Overall rating 3.7/5.
1398,Hampi,Karnataka,Virupaksha Temple,Heritage,15.335,76.46,2024-03-11,Summer,Solo,4,2.4,Negative,-0.391,9,5,Medium,Mid-range,Sunny,0,0,Hospitals:5;Police:4,Visited Virupaksha Temple in Hampi as a Solo traveler during Summer. The trip lasted 4 days. I traffic was chaotic. Weather was Sunny and crowd level was Medium. Overall rating 2.4/5.
1399,Ahmedabad,Gujarat,Kankaria Lake,City,23.0225,72.5714,2023-05-09,Summer,Solo,4,3.3,Neutral,-0.077,8,8,Medium,Luxury,Cold,0,0,Hospitals:8;Police:5,Visited Kankaria Lake in Ahmedabad as a Solo traveler during Summer. The trip lasted 4 days. I food options were okay. Weather was Cold and crowd level was Medium. Overall rating 3.3/5.
1400,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2025-01-28,Winter,Family,6,3.6,Neutral,0.151,7,7,Medium,Mid-range,Windy,0,0,Hospitals:10;Police:4,Visited Solang Valley in Manali as a Family traveler during Winter. The trip lasted 6 days. I food options were okay. Weather was Windy and crowd level was Medium. Overall rating 3.6/5.
1401,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2023-01-04,Winter,Family,1,2.7,Neutral,0.057,5,6,Medium,Luxury,Sunny,0,0,Hospitals:12;Police:6,Visited Raneh Falls in Khajuraho as a Family traveler during Winter. The trip lasted 1 days. I crowd was manageable. Weather was Sunny and crowd level was Medium. Overall rating 2.7/5.
1402,Khajuraho,Madhya Pradesh,Panna Reserve,Heritage,24.8318,79.9199,2023-12-29,Winter,Couple,5,2.5,Negative,-0.283,7,10,Medium,Budget,Windy,0,0,Hospitals:12;Police:4,Visited Panna Reserve in Khajuraho as a Couple traveler during Winter. The trip lasted 5 days. I traffic was chaotic. Weather was Windy and crowd level was Medium. Overall rating 2.5/5.
1403,Delhi,Delhi,Qutub Minar,City,28.6139,77.209,2023-10-15,Autumn,Friends,2,5.0,Positive,0.878,7,4,High,Budget,Sunny,0,0,Hospitals:13;Police:10,Visited Qutub Minar in Delhi as a Friends traveler during Autumn. The trip lasted 2 days. I great for families. Weather was Sunny and crowd level was High. Overall rating 5.0/5.
1404,Agra,Uttar Pradesh,Agra Fort,Monument,27.1751,78.0421,2025-06-07,Monsoon,Solo,5,5.0,Positive,0.454,9,7,Medium,Mid-range,Rainy,0,0,Hospitals:3;Police:4,Visited Agra Fort in Agra as a Solo traveler during Monsoon. The trip lasted 5 days. I found the locals very helpful. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
1405,Bengaluru,Karnataka,Cubbon Park,City,12.9716,77.5946,2025-07-29,Monsoon,Solo,1,4.7,Positive,0.686,7,7,High,Mid-range,Windy,0,1,Hospitals:9;Police:4,Visited Cubbon Park in Bengaluru as a Solo traveler during Monsoon. The trip lasted 1 days. I great for families. Weather was Windy and crowd level was High. Overall rating 4.7/5.
1406,Hyderabad,Telangana,Charminar,City,17.385,78.4867,2024-01-08,Winter,Business,4,2.9,Neutral,0.188,5,4,Very High,Budget,Windy,0,0,Hospitals:8;Police:4,Visited Charminar in Hyderabad as a Business traveler during Winter. The trip lasted 4 days. I basic amenities available. Weather was Windy and crowd level was Very High. Overall rating 2.9/5.
1407,Amritsar,Punjab,Jallianwala Bagh,Spiritual,31.634,74.8723,2024-08-20,Monsoon,Couple,5,4.0,Positive,0.619,9,7,High,Luxury,Rainy,0,0,Hospitals:4;Police:4,Visited Jallianwala Bagh in Amritsar as a Couple traveler during Monsoon. The trip lasted 5 days. I loved the food and culture. Weather was Rainy and crowd level was High. Overall rating 4.0/5.
1408,Munnar,Kerala,Eravikulam NP,Hill Station,10.0892,77.0595,2023-02-10,Winter,Family,3,3.1,Neutral,0.184,4,3,High,Mid-range,Windy,0,0,Hospitals:6;Police:5,Visited Eravikulam NP in Munnar as a Family traveler during Winter. The trip lasted 3 days. I food options were okay. Weather was Windy and crowd level was High. Overall rating 3.1/5.
1409,Hampi,Karnataka,Virupaksha Temple,Heritage,15.335,76.46,2024-02-13,Winter,Couple,1,5.0,Positive,0.766,9,8,Medium,Mid-range,Rainy,1,0,Hospitals:9;Police:2,Visited Virupaksha Temple in Hampi as a Couple traveler during Winter. The trip lasted 1 days. I felt safe most of the time. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
1410,Hampi,Karnataka,Vittala Temple,Heritage,15.335,76.46,2023-04-02,Summer,Business,3,2.6,Neutral,-0.074,6,5,Medium,Mid-range,Cold,0,0,Hospitals:3;Police:7,Visited Vittala Temple in Hampi as a Business traveler during Summer. The trip lasted 3 days. I had to wait a bit. Weather was Cold and crowd level was Medium. Overall rating 2.6/5.
1411,Mysuru,Karnataka,Mysore Palace,Heritage,12.2958,76.6394,2024-04-13,Summer,Business,2,3.1,Neutral,0.107,7,9,High,Budget,Cold,0,0,Hospitals:2;Police:1,Visited Mysore Palace in Mysuru as a Business traveler during Summer. The trip lasted 2 days. I basic amenities available. Weather was Cold and crowd level was High. Overall rating 3.1/5.
1412,Chennai,Tamil Nadu,Fort St. George,City,13.0827,80.2707,2023-11-05,Autumn,Couple,5,5.0,Positive,0.893,4,5,High,Mid-range,Cold,0,0,Hospitals:7;Police:4,Visited Fort St. George in Chennai as a Couple traveler during Autumn. The trip lasted 5 days. I transport was convenient. Weather was Cold and crowd level was High. Overall rating 5.0/5.
1413,Darjeeling,West Bengal,Tiger Hill,Hill Station,27.041,88.2663,2025-09-24,Monsoon,Solo,6,4.4,Positive,0.498,7,8,Medium,Mid-range,Cold,0,0,Hospitals:11;Police:6,Visited Tiger Hill in Darjeeling as a Solo traveler during Monsoon. The trip lasted 6 days. I transport was convenient. Weather was Cold and crowd level was Medium. Overall rating 4.4/5.
1414,Pondicherry,Puducherry,Promenade Beach,Coastal,11.9416,79.8083,2024-12-13,Winter,Friends,6,4.4,Positive,0.617,9,6,Medium,Budget,Cloudy,0,0,Hospitals:3;Police:8,Visited Promenade Beach in Pondicherry as a Friends traveler during Winter. The trip lasted 6 days. I had a wonderful time. Weather was Cloudy and crowd level was Medium. Overall rating 4.4/5.
1415,Jaipur,Rajasthan,Amber Fort,Heritage,26.9124,75.7873,2023-09-03,Monsoon,Solo,5,4.5,Positive,0.845,9,8,Very High,Budget,Humid,0,0,Hospitals:13;Police:1,Visited Amber Fort in Jaipur as a Solo traveler during Monsoon. The trip lasted 5 days. I found the locals very helpful. Weather was Humid and crowd level was Very High. Overall rating 4.5/5.
1416,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2025-03-26,Summer,Friends,1,3.9,Neutral,0.249,9,6,Medium,Mid-range,Cloudy,0,0,Hospitals:12;Police:6,Visited Gateway of India in Mumbai as a Friends traveler during Summer. The trip lasted 1 days. I food options were okay. Weather was Cloudy and crowd level was Medium. Overall rating 3.9/5.
1417,Guwahati,Assam,Brahmaputra Cruise,City,26.1445,91.7362,2023-01-19,Winter,Friends,3,4.3,Positive,0.3,7,8,High,Budget,Rainy,1,0,Hospitals:6;Police:7,Visited Brahmaputra Cruise in Guwahati as a Friends traveler during Winter. The trip lasted 3 days. I great value for money. Weather was Rainy and crowd level was High. Overall rating 4.3/5.
1418,Pondicherry,Puducherry,White Town,Coastal,11.9416,79.8083,2023-07-05,Monsoon,Business,6,3.2,Neutral,0.121,7,9,Medium,Mid-range,Humid,0,0,Hospitals:9;Police:4,Visited White Town in Pondicherry as a Business traveler during Monsoon. The trip lasted 6 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 3.2/5.
1419,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2024-02-07,Winter,Solo,4,3.7,Neutral,-0.049,7,6,Medium,Mid-range,Humid,0,0,Hospitals:7;Police:5,Visited Jagannath Temple in Puri as a Solo traveler during Winter. The trip lasted 4 days. I nothing extraordinary. Weather was Humid and crowd level was Medium. Overall rating 3.7/5.
1420,Mysuru,Karnataka,Brindavan Gardens,Heritage,12.2958,76.6394,2024-01-09,Winter,Family,6,4.8,Positive,0.896,7,2,Medium,Mid-range,Humid,0,0,Hospitals:3;Police:3,Visited Brindavan Gardens in Mysuru as a Family traveler during Winter. The trip lasted 6 days. I clean and well-maintained. Weather was Humid and crowd level was Medium. Overall rating 4.8/5.
1421,Kolkata,West Bengal,Victoria Memorial,City,22.5726,88.3639,2023-10-25,Autumn,Couple,4,2.2,Negative,-0.36,7,5,Medium,Mid-range,Rainy,0,1,Hospitals:5;Police:3,Visited Victoria Memorial in Kolkata as a Couple traveler during Autumn. The trip lasted 4 days. I cleanliness could be better. Weather was Rainy and crowd level was Medium. Overall rating 2.2/5.
